oylik_daromad,oylik_xarajat,qarz_miqdori,kredit_oylik_tolovi,biznes_yoshi,kech_tolovlar,soliq_qarzi,soha,hudud,naqd_ulushi,mavsumiylik,xodimlar_soni,import_bogliq,valyuta_kurs_xavfi,risk_score,bankrot
128383062,114460388,81773491,714904,7,3,0,Ishlab chiqarish,Viloyat,0.86,0,108,1,0.8,57,1
148846395,145652846,99815672,1133913,15,2,52288776,Savdo,Viloyat,0.88,1,51,1,0.49,100,1
59263548,45134403,38981078,204425,3,8,31874814,Ishlab chiqarish,Toshkent,0.79,1,89,1,0.9,68,1
107408911,73021989,41244418,279577,13,3,29124851,Savdo,Viloyat,0.51,1,47,1,0.71,46,0
52907761,55004824,25406748,282178,6,2,0,Xizmat,Viloyat,0.64,1,61,0,0.44,95,1
260160717,216211565,103409764,826038,3,7,50968805,Ishlab chiqarish,Viloyat,0.82,1,34,0,0.03,41,0
175060434,106895182,106289344,1299214,9,5,22816439,Ishlab chiqarish,Viloyat,0.7,0,100,1,0.68,61,1
190136973,187119275,85258646,1020055,2,2,0,Xizmat,Viloyat,0.53,0,41,0,0.34,88,1
169376345,116128495,52748683,605082,5,2,0,Xizmat,Viloyat,0.93,1,17,0,0.32,15,0
146364409,88038873,6535855,75751,3,4,0,Ishlab chiqarish,Toshkent,0.53,0,11,0,0.01,25,0
60699308,42009240,26618860,159302,15,7,59444993,Xizmat,Viloyat,0.71,1,71,0,0.02,43,0
186074047,183961521,56656599,555143,2,7,21660684,Savdo,Viloyat,0.59,0,53,1,0.93,100,1
6064894,5635176,578653,4137,9,0,52396612,Xizmat,Toshkent,0.59,1,103,0,0.38,52,1
151874129,116723345,26566928,275287,13,10,17076721,Xizmat,Toshkent,0.4,0,37,0,0.46,25,0
216783483,126651842,20732483,120822,6,5,0,Ishlab chiqarish,Viloyat,0.74,1,7,0,0.25,27,0
39675586,36245771,6465825,39636,11,7,0,Xizmat,Viloyat,0.47,1,43,0,0.19,52,1
104589749,61257415,34420773,221719,7,6,52756055,Savdo,Toshkent,0.83,0,32,0,0.45,32,0
159753279,164642839,104694418,648015,8,7,43850352,Savdo,Toshkent,0.63,0,26,0,0.41,100,1
45183520,34659411,476568,5222,15,9,11401333,Savdo,Toshkent,0.42,0,99,1,0.55,37,1
307611942,223867309,33143004,299037,14,3,2432964,Ishlab chiqarish,Viloyat,0.47,1,46,1,0.62,26,0
170711990,141607711,64855850,562669,8,9,0,Xizmat,Toshkent,0.48,1,9,0,0.3,23,0
224261997,194886597,59503547,380317,10,1,45177054,Ishlab chiqarish,Viloyat,0.79,0,25,1,0.89,48,0
192441877,145274808,43379639,248214,1,3,8184350,Xizmat,Toshkent,0.91,0,25,0,0.02,28,0
304109751,257018494,10449192,69543,2,7,0,Ishlab chiqarish,Viloyat,0.89,1,47,0,0.01,29,0
21804338,14890352,620490,3430,3,3,36679169,Xizmat,Viloyat,0.92,0,25,0,0.52,33,0
184286582,160202564,46177491,389756,12,8,0,Savdo,Viloyat,0.37,0,69,0,0.49,45,0
88480611,92765298,52327239,423462,6,6,52385808,Xizmat,Viloyat,0.48,0,47,0,0.45,100,1
212238580,171659556,147588247,1072053,8,8,0,Ishlab chiqarish,Toshkent,0.85,0,13,1,0.42,48,1
47612417,47365435,8327403,57640,2,5,54210899,Xizmat,Toshkent,0.65,0,23,0,0.31,90,1
20686848,17338513,1136414,6158,3,3,0,Savdo,Viloyat,0.82,1,82,0,0.19,41,0
104812652,74381165,41447012,308831,14,9,0,Xizmat,Toshkent,0.72,1,29,0,0.08,14,0
162128339,93167949,45304155,255429,15,8,14294838,Xizmat,Toshkent,0.34,0,51,0,0.43,30,0
80411238,75456775,18204151,217194,6,5,0,Savdo,Toshkent,0.55,1,99,1,0.75,76,1
131056958,125694888,18319095,142955,7,9,10910440,Xizmat,Toshkent,0.33,0,2,0,0.47,68,1
126600002,90637797,65579951,432110,0,6,0,Savdo,Viloyat,0.63,0,33,1,0.81,61,0
46862578,47921121,2184660,21743,0,4,59210929,Ishlab chiqarish,Viloyat,0.5,0,30,0,0.5,100,1
226359652,192078208,13947029,90538,7,8,21463339,Ishlab chiqarish,Toshkent,0.75,0,63,0,0.31,30,0
159972110,167650324,109582731,774649,8,3,11180963,Xizmat,Viloyat,0.52,0,115,1,0.44,100,1
239836853,247104592,102821386,996486,10,7,0,Savdo,Toshkent,0.36,1,27,1,0.43,100,1
116792346,116713112,74360974,611654,10,1,0,Savdo,Toshkent,0.71,0,24,0,0.42,85,1
246843656,255840617,166085626,1208291,4,3,0,Savdo,Toshkent,0.7,1,24,0,0.45,100,1
380871514,340380660,95782685,973253,5,6,33980355,Ishlab chiqarish,Toshkent,0.67,1,18,0,0.28,44,1
153113767,85362016,28923357,234216,5,7,59192042,Savdo,Toshkent,0.78,0,89,0,0.54,32,0
213702078,158179518,46806790,448703,3,7,0,Xizmat,Toshkent,0.62,0,113,0,0.33,20,0
40638714,32838655,17940122,96333,14,2,29350957,Ishlab chiqarish,Viloyat,0.46,1,79,1,0.55,50,0
30175217,18303857,16448866,197942,0,2,0,Xizmat,Viloyat,0.54,1,113,0,0.07,40,0
192854178,182872645,96979096,574754,5,6,37933087,Xizmat,Viloyat,0.5,1,6,1,0.59,84,1
140291122,89706826,69925758,569675,3,2,0,Ishlab chiqarish,Toshkent,0.56,0,80,1,0.83,40,0
152748929,125521520,614873,7144,14,1,0,Savdo,Viloyat,0.58,1,32,1,0.69,18,0
65250089,57200736,1677236,19126,1,1,0,Savdo,Toshkent,0.46,0,21,0,0.46,38,0
337130707,246137215,8457945,91039,2,4,0,Ishlab chiqarish,Toshkent,0.82,1,16,1,0.92,32,0
437932043,253603071,175153965,2162297,13,9,57894758,Ishlab chiqarish,Toshkent,0.76,1,34,0,0.05,30,0
89959446,71805491,45917938,401004,6,0,0,Ishlab chiqarish,Viloyat,0.41,1,60,0,0.49,22,0
208699185,151270391,117754437,776300,9,4,35003365,Ishlab chiqarish,Viloyat,0.43,0,99,0,0.38,44,1
192902988,160969975,129646042,1457263,15,0,0,Ishlab chiqarish,Viloyat,0.9,1,62,1,0.88,37,0
125635394,72618657,45825667,423294,11,1,11019682,Xizmat,Viloyat,0.26,1,108,0,0.31,22,1
194944337,125483614,15944740,173280,13,1,0,Xizmat,Toshkent,0.75,1,48,0,0.47,1,0
40826700,23218042,5775707,32889,6,5,33445252,Xizmat,Toshkent,0.88,0,100,0,0.44,26,0
82479875,64308255,41204815,367447,10,7,0,Savdo,Toshkent,0.73,0,67,1,0.95,44,1
101175779,70143517,37697393,406977,0,9,0,Xizmat,Toshkent,0.36,0,27,0,0.15,36,0
146549613,132213667,29058939,198652,1,2,2945666,Ishlab chiqarish,Viloyat,0.49,1,116,1,0.71,54,1
54433546,54196104,23985025,244070,2,7,0,Xizmat,Viloyat,0.48,0,12,0,0.2,100,1
69610330,62109050,34606854,293828,11,6,13304616,Ishlab chiqarish,Viloyat,0.85,1,101,1,0.42,57,1
37798475,29506277,4519226,48624,10,8,0,Savdo,Viloyat,0.32,0,102,1,0.35,38,0
155894257,134137252,59795473,735734,13,9,53836605,Xizmat,Viloyat,0.82,1,70,0,0.19,41,0
81217183,63467510,31557861,352348,12,5,0,Ishlab chiqarish,Viloyat,0.3,0,12,1,0.97,49,1
233273548,145704574,86749551,687478,9,9,54307701,Savdo,Toshkent,0.73,1,118,1,0.4,35,0
169889005,177230048,48068087,286325,0,8,56079820,Xizmat,Toshkent,0.63,0,15,1,0.53,100,1
158702473,118572039,35341313,278168,4,3,38273711,Savdo,Toshkent,0.71,1,108,1,0.66,36,1
97014686,84809716,9778800,113792,13,7,53944090,Ishlab chiqarish,Toshkent,0.35,0,80,0,0.54,50,1
333786129,247788589,52744431,431754,13,8,39678351,Ishlab chiqarish,Viloyat,0.76,1,5,1,0.62,45,0
169961017,155530091,62628193,716787,7,7,0,Savdo,Viloyat,0.61,0,88,0,0.15,35,0
301360616,217513981,164232191,1398686,11,4,0,Ishlab chiqarish,Viloyat,0.76,1,5,0,0.26,31,0
53361438,44774010,21398043,212319,2,2,0,Ishlab chiqarish,Viloyat,0.27,1,109,1,0.8,55,0
193172070,189101778,1920537,11209,11,2,0,Xizmat,Toshkent,0.36,1,63,1,0.69,82,1
225951656,141688668,78442233,976754,6,9,50282139,Savdo,Toshkent,0.56,0,7,0,0.13,36,0
65394222,51538230,21801542,264057,15,4,10740840,Savdo,Toshkent,0.73,1,2,0,0.13,28,0
41265010,35847412,27619849,227543,3,4,44912234,Xizmat,Toshkent,0.48,1,60,0,0.47,59,1
466995423,302362183,110297137,1122503,0,6,0,Ishlab chiqarish,Toshkent,0.72,0,88,1,0.66,36,0
20220531,11696383,8409658,98432,2,9,9717928,Savdo,Toshkent,0.34,0,85,1,0.7,60,0
100078300,67719770,32712484,393248,10,4,0,Ishlab chiqarish,Toshkent,0.44,1,36,0,0.51,15,0
209054993,161032430,71957826,860932,13,3,0,Savdo,Viloyat,0.59,0,117,1,0.38,20,0
15389886,12860901,2699654,22526,12,4,11174205,Xizmat,Toshkent,0.7,0,116,0,0.08,30,0
116070062,106074538,65996619,364680,3,9,36923648,Xizmat,Viloyat,0.73,1,43,1,0.54,65,1
235721464,205911468,60285470,687258,6,2,0,Xizmat,Toshkent,0.78,1,50,0,0.46,16,0
122488386,106123402,63048070,381413,12,1,54199825,Savdo,Viloyat,0.67,1,64,1,0.79,58,0
17211786,12372852,8686932,69854,7,1,0,Xizmat,Toshkent,0.62,0,63,1,0.74,43,0
246752716,137486320,109277652,1287833,3,1,0,Savdo,Toshkent,0.68,0,9,0,0.05,29,0
105128973,109116161,42385574,255583,10,1,9103092,Xizmat,Viloyat,0.78,0,19,0,0.44,94,1
81542065,46507471,5706109,64794,2,0,0,Savdo,Viloyat,0.26,1,119,1,0.83,35,0
249148650,235724609,83018505,494100,5,9,0,Ishlab chiqarish,Viloyat,0.57,0,77,1,0.45,49,0
197385843,163604282,26515235,328776,14,10,0,Ishlab chiqarish,Viloyat,0.85,0,36,0,0.34,23,0
252734752,254186001,88017502,545549,13,4,23434132,Savdo,Toshkent,0.5,0,6,0,0.03,99,1
168876095,98865089,27815561,231874,7,1,0,Savdo,Toshkent,0.77,1,13,1,0.56,17,0
139390107,81789216,57089250,308712,12,5,10153958,Xizmat,Toshkent,0.68,0,93,0,0.12,32,0
17123495,9928645,1636167,18631,5,10,0,Xizmat,Toshkent,0.49,1,74,0,0.09,19,0
157522693,125168587,109787809,1036051,7,5,0,Savdo,Toshkent,0.76,0,115,0,0.15,40,0
18809675,14771732,10120065,53152,14,7,0,Savdo,Viloyat,0.81,0,72,1,0.61,61,0
121031898,84467582,54869585,311685,14,7,0,Ishlab chiqarish,Viloyat,0.74,0,112,0,0.17,35,0
401227272,393279491,19856342,232334,6,10,6433069,Ishlab chiqarish,Viloyat,0.55,1,95,1,0.27,74,0
41852871,30669592,18138758,140426,4,5,0,Ishlab chiqarish,Viloyat,0.3,0,84,1,0.67,57,0
161640793,161473740,56977762,465620,15,8,46520498,Ishlab chiqarish,Toshkent,0.57,0,58,1,0.53,90,1
159586247,124307642,8955865,105093,3,2,0,Ishlab chiqarish,Toshkent,0.33,1,112,1,0.97,38,1
152574997,117777221,68853908,494810,13,9,24004413,Xizmat,Toshkent,0.41,1,63,1,0.9,55,1
246220246,151666039,136047466,855470,4,5,20084555,Ishlab chiqarish,Viloyat,0.93,0,22,1,0.61,63,1
297058620,297758363,165200268,1025796,8,5,0,Savdo,Toshkent,0.65,1,72,1,1.0,100,1
181478642,140503404,123918330,1115552,14,5,0,Ishlab chiqarish,Viloyat,0.9,0,95,1,0.27,46,0
90450714,83855122,62939768,629502,3,7,0,Xizmat,Viloyat,0.9,1,87,0,0.4,71,1
139351410,91997348,34862306,259645,6,0,6609599,Xizmat,Toshkent,0.62,1,87,0,0.11,2,0
95373030,76849481,3741801,37420,11,0,20102562,Savdo,Viloyat,0.55,1,45,1,0.79,31,0
79779880,61598857,55432497,611289,13,2,0,Xizmat,Toshkent,0.93,1,19,1,0.85,42,0
208837926,124096536,59857637,709796,6,2,56853615,Xizmat,Toshkent,0.75,0,38,0,0.31,18,0
233166821,185845671,120756913,807127,3,10,45688695,Savdo,Viloyat,0.46,1,54,0,0.08,60,1
243944974,255450999,11394030,120682,3,5,0,Savdo,Toshkent,0.86,1,109,1,0.67,100,1
112822039,111598893,10700964,66611,1,4,0,Ishlab chiqarish,Toshkent,0.89,1,66,1,0.56,88,1
357685150,253278720,211569485,2327069,4,0,10190521,Ishlab chiqarish,Toshkent,0.5,1,48,1,0.77,41,0
42696928,26782820,6608607,42381,13,7,0,Xizmat,Viloyat,0.83,0,105,0,0.34,19,0
99767292,99254806,41738050,447720,7,2,0,Ishlab chiqarish,Viloyat,0.27,0,89,1,0.78,100,1
60434744,46075602,32279198,188443,3,0,0,Savdo,Toshkent,0.55,0,61,1,0.61,26,0
92255081,93182155,13264512,155974,11,5,0,Ishlab chiqarish,Toshkent,0.31,1,65,1,0.51,100,1
169449470,109426021,33432338,393246,15,5,0,Savdo,Toshkent,0.32,0,57,1,0.98,42,0
61178509,46115686,32607326,239895,9,8,0,Xizmat,Viloyat,0.6,1,11,0,0.29,35,0
83051002,76248062,39941933,451670,6,1,57442465,Savdo,Viloyat,0.94,1,87,1,0.56,52,0
275033278,241829646,16365617,99425,2,5,14360461,Ishlab chiqarish,Toshkent,0.32,0,26,1,0.69,56,0
87860332,80181360,17129499,177310,11,7,45739936,Xizmat,Toshkent,0.8,1,63,0,0.15,36,0
137726319,119021089,12977381,74581,12,9,46580633,Savdo,Viloyat,0.72,0,20,1,0.3,54,1
76247502,61758528,26269647,223164,0,0,0,Ishlab chiqarish,Toshkent,0.6,1,50,1,0.62,18,0
69950670,68564272,14838719,152771,3,9,46300132,Savdo,Toshkent,0.75,1,85,1,0.35,100,1
272903118,171425588,10647584,74271,10,0,0,Ishlab chiqarish,Viloyat,0.72,1,17,0,0.21,9,0
98065160,70859091,24531613,187287,2,4,8682038,Savdo,Viloyat,0.7,0,22,0,0.14,33,1
160561875,122225562,57855561,472031,12,9,27192642,Xizmat,Toshkent,0.27,1,74,1,0.6,42,0
139856020,130409018,33240642,319482,6,4,0,Savdo,Viloyat,0.6,0,39,1,0.58,43,0
219769735,130978128,129868709,741615,13,3,0,Xizmat,Toshkent,0.81,1,84,0,0.04,18,0
121500701,82089809,43832406,439932,15,3,45345954,Ishlab chiqarish,Viloyat,0.69,0,35,0,0.48,27,0
334185100,193807584,46937506,397497,13,5,0,Ishlab chiqarish,Viloyat,0.79,1,82,1,0.81,35,0
198053399,132312527,33062716,202499,13,6,0,Ishlab chiqarish,Toshkent,0.47,1,26,1,0.85,35,0
102132158,70357413,39371362,387107,2,5,41372675,Savdo,Toshkent,0.8,0,111,1,0.79,50,0
310685543,283381635,30569004,178507,15,1,0,Ishlab chiqarish,Toshkent,0.62,1,99,0,0.51,15,0
74065673,48809589,5537876,36582,15,8,0,Xizmat,Viloyat,0.85,0,41,1,0.56,25,0
122168348,89655642,26354153,259337,7,4,38092941,Xizmat,Toshkent,0.77,0,40,0,0.02,18,0
341542271,335898786,205045926,1622637,9,1,0,Ishlab chiqarish,Viloyat,0.93,1,39,0,0.22,72,1
348252070,197438321,211218784,2360155,13,1,0,Ishlab chiqarish,Viloyat,0.54,1,90,0,0.26,35,1
123041625,117715648,63544830,533742,4,0,0,Savdo,Viloyat,0.7,1,81,1,0.29,62,1
291519586,220143377,191701167,1607639,9,3,6663917,Savdo,Toshkent,0.37,1,48,0,0.07,48,1
14099497,14262433,6386715,61949,1,6,42473549,Xizmat,Toshkent,0.39,0,77,0,0.54,100,1
34901878,26789961,22476541,188866,8,4,51092943,Ishlab chiqarish,Toshkent,0.75,0,49,0,0.07,42,1
262403264,233170051,76839992,619632,7,5,40117963,Savdo,Toshkent,0.43,1,11,1,0.47,57,1
351063397,260400476,104021371,986015,15,5,0,Ishlab chiqarish,Viloyat,0.29,0,1,1,0.67,49,1
199623183,176792481,18478474,216044,10,7,0,Ishlab chiqarish,Viloyat,0.37,1,41,1,0.38,46,0
47180977,48911846,9280519,71501,10,6,12071876,Xizmat,Toshkent,0.43,1,95,0,0.5,97,0
21790776,12579457,2793554,23820,1,7,24925659,Savdo,Viloyat,0.33,1,59,1,0.6,65,0
31640440,21897026,18492810,196477,0,8,0,Savdo,Viloyat,0.71,0,54,0,0.31,49,0
167470035,119628683,33326013,411909,10,2,0,Savdo,Viloyat,0.9,0,59,1,0.53,23,0
125283016,110009309,83391780,620173,6,0,54791644,Xizmat,Toshkent,0.92,0,42,0,0.4,38,0
419038119,310379634,116995840,741178,5,6,53310859,Ishlab chiqarish,Toshkent,0.31,0,37,0,0.48,40,0
125173029,126531144,79186209,754355,15,7,27044247,Xizmat,Viloyat,0.51,0,35,0,0.05,100,1
153157217,131245610,46540518,381405,4,7,0,Xizmat,Toshkent,0.57,0,38,1,0.51,36,0
49337202,34546122,8587507,70486,13,6,7340738,Xizmat,Toshkent,0.89,0,85,0,0.3,20,0
73148636,68344481,833022,8791,2,6,59838055,Xizmat,Viloyat,0.84,0,41,0,0.43,75,1
221886669,218707567,29074745,185733,13,8,0,Ishlab chiqarish,Viloyat,0.86,0,51,0,0.33,77,1
136588654,134456540,92342489,878560,12,4,0,Savdo,Viloyat,0.93,1,18,1,0.71,100,1
79022721,49197736,13374291,151339,4,7,0,Savdo,Toshkent,0.31,1,15,0,0.3,40,0
135699344,132971546,55590374,361895,3,10,57883454,Savdo,Viloyat,0.29,0,54,1,0.88,100,1
38751990,30732284,16032763,153693,0,6,39681774,Ishlab chiqarish,Viloyat,0.59,0,71,0,0.45,59,1
241017171,207599741,109018301,911659,11,7,0,Ishlab chiqarish,Viloyat,0.76,1,76,1,0.37,48,0
96816014,88247554,26455930,214993,5,9,14905533,Ishlab chiqarish,Viloyat,0.5,1,89,0,0.36,44,0
79781037,50115020,27486961,301012,0,5,18502529,Ishlab chiqarish,Viloyat,0.41,0,87,0,0.27,46,0
118696856,101934659,10027703,66992,8,2,0,Savdo,Toshkent,0.5,0,91,1,0.51,33,1
38035228,35784538,16231879,185658,3,3,0,Xizmat,Viloyat,0.61,0,94,1,0.67,73,1
127942240,91773450,12338842,140224,15,5,0,Ishlab chiqarish,Toshkent,0.79,0,11,1,0.56,28,0
215191208,144764643,113458355,1017991,14,8,54325196,Ishlab chiqarish,Viloyat,0.55,1,4,0,0.08,51,0
75439889,56642187,40787394,336722,1,10,48873417,Ishlab chiqarish,Toshkent,0.9,0,54,1,0.28,57,1
202979688,112440824,39752865,356123,14,5,55481061,Ishlab chiqarish,Viloyat,0.56,0,100,0,0.39,35,1
38052453,31218046,5693185,50313,0,8,40762243,Xizmat,Viloyat,0.69,0,31,0,0.19,43,0
123421533,71581140,32223536,312646,14,4,0,Xizmat,Viloyat,0.71,0,59,0,0.03,11,0
237167992,209528715,135317493,1257876,10,8,0,Ishlab chiqarish,Toshkent,0.77,0,106,1,0.53,46,0
56023352,54018770,3213668,17567,12,9,38511737,Xizmat,Toshkent,0.56,1,112,0,0.26,78,1
123458577,76812604,10986181,113527,6,7,0,Xizmat,Viloyat,0.85,0,96,1,0.78,31,0
83795551,63207816,7089648,65850,9,4,0,Ishlab chiqarish,Viloyat,0.51,1,102,1,0.36,23,0
56316752,51801847,82224,748,14,5,53435467,Xizmat,Viloyat,0.59,1,61,1,0.28,62,1
113377169,88487261,35708204,298808,12,3,27534652,Ishlab chiqarish,Toshkent,0.81,1,70,0,0.18,22,0
62422621,52185148,34788822,358515,1,9,0,Xizmat,Toshkent,0.64,0,97,0,0.07,38,0
248468975,158988265,3300042,35972,2,8,41725337,Savdo,Toshkent,0.87,1,52,1,0.78,50,0
50981616,49953021,11326468,78479,5,4,0,Xizmat,Viloyat,0.37,0,20,1,0.32,82,1
25692266,18309473,488662,2657,8,6,0,Xizmat,Toshkent,0.54,1,7,0,0.18,23,0
32924443,23348968,12747842,69997,8,8,0,Xizmat,Viloyat,0.89,0,32,1,0.73,31,0
224003023,173152349,132698158,1161539,7,8,29437545,Ishlab chiqarish,Toshkent,0.63,0,6,0,0.08,46,0
5495922,5555856,1051436,7235,9,0,0,Xizmat,Toshkent,0.84,0,39,0,0.55,62,1
120381857,126329999,74010224,487089,8,7,0,Ishlab chiqarish,Toshkent,0.87,1,85,0,0.44,100,1
30761773,18975795,19859199,189971,12,8,0,Ishlab chiqarish,Viloyat,0.37,1,69,1,0.26,56,1
335525423,347610885,88398707,840656,3,7,0,Ishlab chiqarish,Viloyat,0.82,0,57,1,0.88,100,1
107156847,91803559,22741358,236136,15,9,0,Ishlab chiqarish,Viloyat,0.5,1,26,1,0.62,44,0
84932864,70880816,29370457,268398,2,9,0,Ishlab chiqarish,Viloyat,0.73,0,17,0,0.31,33,0
130615249,73348136,88670450,894064,13,10,0,Ishlab chiqarish,Viloyat,0.87,0,110,0,0.37,43,0
69167302,55966558,23994296,213055,14,5,1346233,Xizmat,Viloyat,0.28,1,25,1,0.79,45,0
459320963,269722540,80376076,501033,13,0,40764066,Ishlab chiqarish,Toshkent,0.32,1,108,1,0.72,34,0
80620482,77900246,46368358,412565,3,10,0,Savdo,Viloyat,0.67,1,11,1,0.3,100,1
94539378,89925246,3625791,34737,9,6,0,Ishlab chiqarish,Toshkent,0.29,0,80,1,0.33,77,1
153467260,145422865,94529189,911661,10,9,0,Savdo,Toshkent,0.8,1,14,1,0.95,82,1
217792634,158486743,73391655,708697,9,9,30249272,Savdo,Toshkent,0.28,0,40,1,0.35,45,0
118061143,100548513,24054339,295315,1,6,0,Ishlab chiqarish,Toshkent,0.35,0,26,0,0.36,50,1
201015789,157536313,97430279,1109737,5,1,0,Savdo,Viloyat,0.46,1,64,1,0.5,35,0
219435208,189144373,36714434,385846,12,2,0,Savdo,Toshkent,0.77,0,47,0,0.18,22,0
115219640,97112089,61743084,329046,5,5,0,Savdo,Viloyat,0.37,1,23,1,0.4,54,1
31783634,28246947,8430479,91939,11,5,0,Savdo,Viloyat,0.46,0,68,1,0.95,70,1
91419437,92523576,50868396,327470,1,9,0,Ishlab chiqarish,Toshkent,0.67,0,110,1,0.53,100,1
65913765,62473459,40273049,458559,15,10,0,Savdo,Viloyat,0.4,0,22,0,0.49,92,1
281844067,180239071,140567138,1256820,1,3,0,Ishlab chiqarish,Viloyat,0.58,1,58,0,0.53,39,0
102609114,75781087,11291777,127803,14,8,0,Xizmat,Toshkent,0.78,1,75,1,0.31,17,0
115315906,109809828,25590248,201338,2,4,0,Xizmat,Viloyat,0.7,1,101,1,0.43,57,1
44820274,25509041,6284457,40690,6,9,10251971,Savdo,Toshkent,0.82,1,2,1,0.48,42,0
167019233,92853567,76472047,949749,15,3,35616453,Xizmat,Viloyat,0.41,0,93,0,0.48,40,0
116085556,88735391,76541109,622482,4,4,0,Xizmat,Toshkent,0.27,0,64,0,0.47,42,0
117890075,105542186,24726977,232487,12,6,14703939,Xizmat,Viloyat,0.35,1,9,0,0.02,49,0
36507581,37638186,16329925,118960,0,2,0,Savdo,Viloyat,0.37,1,117,1,0.76,100,1
281852437,228093549,33900647,388087,15,1,0,Ishlab chiqarish,Toshkent,0.33,1,17,1,0.37,22,0
117838179,98694859,25596763,166949,14,1,56336803,Xizmat,Viloyat,0.39,0,78,0,0.25,28,0
128432929,117984313,25884147,300449,12,9,0,Xizmat,Viloyat,0.75,1,54,0,0.39,29,0
251485894,221191907,122967907,702946,8,10,37086955,Ishlab chiqarish,Viloyat,0.87,0,86,0,0.02,57,1
132212730,109262179,92115447,513451,5,4,0,Savdo,Viloyat,0.48,1,60,1,0.82,54,1
210235708,157607596,28609402,151152,15,7,0,Ishlab chiqarish,Viloyat,0.35,1,71,1,0.78,45,0
43129591,24110867,3034623,21867,8,2,30572057,Xizmat,Viloyat,0.3,0,23,0,0.21,37,0
161990996,156847874,92020326,902497,14,0,0,Savdo,Toshkent,0.52,1,7,0,0.49,57,0
63226268,48105160,43784407,329625,5,2,3953629,Xizmat,Toshkent,0.4,0,66,1,0.75,43,0
156919087,135317083,102629658,817237,5,0,27987124,Xizmat,Viloyat,0.32,1,2,0,0.13,63,1
14558258,9597974,3072869,29166,8,1,41256402,Xizmat,Viloyat,0.63,0,81,0,0.06,36,0
218608104,203493133,105224293,1297958,12,8,0,Ishlab chiqarish,Toshkent,0.26,1,65,0,0.04,66,1
208280007,159177773,35507994,198682,6,10,0,Ishlab chiqarish,Toshkent,0.39,1,119,1,0.62,34,0
37739440,32901282,20090429,178936,7,5,0,Xizmat,Viloyat,0.45,0,27,0,0.36,64,0
227239532,184231260,29196151,283884,4,3,0,Savdo,Toshkent,0.92,0,23,1,0.62,28,0
156949825,143215860,34218841,356305,14,10,14515792,Savdo,Toshkent,0.42,1,111,1,0.38,44,0
48417161,36862339,20653596,170407,13,1,51926119,Xizmat,Viloyat,0.59,1,77,1,0.97,42,0
184087522,129399471,36496828,336357,4,3,0,Ishlab chiqarish,Toshkent,0.75,0,111,0,0.18,16,0
99487376,70029702,68772185,380602,6,6,18130102,Xizmat,Viloyat,0.34,0,66,0,0.55,55,0
340503212,252880355,101070967,692430,4,4,41630097,Ishlab chiqarish,Viloyat,0.5,0,88,0,0.51,38,0
28887099,17221127,14389433,113426,13,2,56683550,Ishlab chiqarish,Toshkent,0.31,0,33,0,0.54,44,0
310218022,234464175,190312654,1990173,4,4,0,Ishlab chiqarish,Viloyat,0.79,1,120,1,0.73,53,1
9112623,8537359,2665330,21659,4,3,0,Savdo,Viloyat,0.37,0,65,1,0.57,77,0
60878811,56310335,34483282,222042,5,1,0,Xizmat,Toshkent,0.56,0,49,0,0.48,51,1
142795957,85735345,6103031,64927,6,8,0,Savdo,Viloyat,0.94,0,49,1,0.69,31,0
137211535,116929718,32324998,326933,12,6,0,Xizmat,Viloyat,0.42,1,46,0,0.17,34,1
80975824,49512446,30077703,364931,13,10,0,Ishlab chiqarish,Viloyat,0.57,1,82,0,0.14,23,0
202809372,116184853,114646204,853132,11,6,0,Xizmat,Toshkent,0.53,0,94,0,0.33,31,0
106318871,63105028,61946464,772613,15,10,0,Ishlab chiqarish,Toshkent,0.88,0,32,0,0.26,30,0
90451713,82119534,10145488,121413,15,10,0,Ishlab chiqarish,Toshkent,0.4,1,119,0,0.42,33,0
151780204,141636534,63819871,627342,13,3,16002242,Ishlab chiqarish,Viloyat,0.77,1,15,1,0.79,75,1
128911848,131310294,67193035,394476,9,0,0,Savdo,Toshkent,0.92,0,109,1,0.89,92,1
373536940,315783643,27869645,141268,7,7,46632747,Ishlab chiqarish,Toshkent,0.82,1,19,0,0.17,34,0
195698911,156791814,94330788,665116,15,4,48254067,Savdo,Toshkent,0.69,0,8,0,0.32,40,0
251620120,254533611,136686872,1561762,0,8,27325839,Savdo,Toshkent,0.82,0,55,0,0.16,100,1
95453614,87185164,18866870,224949,1,4,0,Xizmat,Viloyat,0.32,1,74,0,0.3,43,1
88526314,57349783,40356189,311416,12,6,0,Savdo,Toshkent,0.8,0,119,0,0.06,32,1
57810884,35187948,20858434,157244,1,1,17163533,Xizmat,Viloyat,0.76,0,63,0,0.08,24,0
429680367,380425224,26952905,228494,11,0,0,Ishlab chiqarish,Viloyat,0.69,1,11,0,0.21,19,0
39678085,41411012,13317903,135881,9,9,0,Ishlab chiqarish,Toshkent,0.52,1,42,1,0.69,100,1
233949964,174736823,133871781,1455997,6,10,0,Savdo,Viloyat,0.84,0,111,1,0.3,40,0
188172869,133066075,5155976,48018,2,1,34967038,Savdo,Toshkent,0.43,0,47,0,0.05,30,0
174818050,178857624,63565617,691022,11,9,0,Ishlab chiqarish,Toshkent,0.65,1,89,0,0.24,90,1
21974310,15378822,12807495,156003,13,1,37899715,Savdo,Toshkent,0.5,0,34,1,0.41,42,0
